     REMARKABLE , 1    
       REMEMBER , 3    
     REMEMBERED , 1    
    RESPECTABLE , 1    
          RIGHT , 4    
          ROAST , 1    
           ROOF , 1    
          ROUND , 3    
            ROW , 1    
          RULES , 2    
          SADLY , 1    
           SAID , 8    
           SAME , 1    
            SAT , 1    
         SAUCER , 1    
            SAW , 2    
            SAY , 6    
         SAYING , 2    
     SCHOOLROOM , 1    
        SCOLDED , 1    
         SECOND , 1    
            SEE , 10   
           SEEM , 1    
         SEEMED , 3    
           SEEN , 3    
         SELDOM , 1    
            SET , 1    
        SEVERAL , 2    
       SEVERELY , 1    
          SHALL , 5    
        SHARPLY , 1    
            SHE , 78   
          SHELL , 1    
        SHELVES , 1    
         SHOULD , 2    
      SHOULDERS , 1    
        SHOWING , 1    
         SHRINK , 1    
           SHUT , 1    
       SHUTTING , 2    
           SIDE , 1    
          SIDES , 1    
          SIGHT , 1    
         SIMPLE , 1    
         SISTER , 2    
        SITTING , 1    
           SIZE , 2    
         SLEEPY , 2    
       SLIPPERY , 1    
         SLOWLY , 1    
          SMALL , 4    
        SMALLER , 1    
             SO , 14   
          SOLID , 1    
           SOME , 1    
       SOMEBODY , 1    
      SOMETIMES , 2    
      SOMEWHERE , 2    
           SOON , 4    
         SOONER , 1    
           SORT , 3    
          SOUND , 1    
          SPOKE , 1    
      SPONSORED , 1    
         STAIRS , 1    
        STARTED , 1    
         STICKS , 1    
          STILL , 3    
       STOPPING , 1    
       STRAIGHT , 1    
         STUPID , 2    
           SUCH , 3    
       SUDDENLY , 5    
           SURE , 1    
      SURPRISED , 1    
          TABLE , 5    
           TAKE , 1    
        TALKING , 1    
           TART , 1    
          TASTE , 1    
         TAUGHT , 1    
          TEARS , 1    
        TEATIME , 1    
      TELESCOPE , 2    
     TELESCOPES , 1    
           TELL , 1    
            TEN , 1    
           THAN , 1    
           THAT , 25   
          THATS , 2    
            THE , 92   
          THEIR , 2    
           THEM , 3    
           THEN , 5    
          THERE , 10   
         THERES , 2    
           THEY , 4    
         THEYLL , 2    
          THING , 2    
         THINGS , 5    
          THINK , 11   
           THIS , 19   
          THOSE , 2    
         THOUGH , 4    
        THOUGHT , 8    
       THOUSAND , 1    
    THREELEGGED , 1    
        THROUGH , 4    
          THUMP , 2    
           TIME , 8    
           TINY , 1    
          TIRED , 2    
             TO , 74   
          TOAST , 1    
         TOFFEE , 1    
        TONIGHT , 1    
            TOO , 5    
           TOOK , 2    
            TOP , 2    
         TOTALY , 1    
          TRIED , 5    
        TROUBLE , 1    
           TRUE , 1    
          TRUTH , 1    
         TRYING , 3    
       TUMBLING , 1    
         TUNNEL , 1    
         TURKEY , 1    
         TURNED , 2    
          TWICE , 1    
            TWO , 2    
          UNDER , 3    
     UNPLEASANT , 1    
             UP , 12   
        UPDATED , 1    
           UPON , 4    
            USE , 5    
        USUALLY , 1    
       VENTURED , 1    
           VERY , 23   
      WAISTCOAT , 1    
WAISTCOATPOCKET , 1    
         WAITED , 1    
        WAITING , 1    
           WALK , 1    
         WALKED , 1    
        WALKING , 1    
         WANDER , 1    
            WAS , 53   
          WATCH , 2    
            WAY , 11   
           WELL , 7    
           WENT , 7    
           WERE , 8    
           WHAT , 10   
           WHEN , 10   
        WHETHER , 2    
          WHICH , 9    
          WHILE , 1    
       WHISKERS , 1    
          WHITE , 2    
            WHO , 1    
            WHY , 3    
           WILD , 1    
           WILL , 2    
           WIND , 1    
           WISE , 1    
           WISH , 2    
           WITH , 11   
        WITHOUT , 2    
         WONDER , 6    
       WONDERED , 1    
      WONDERING , 1    
     WONDERLAND , 1    
           WORD , 1    
          WORDS , 3    
           WORK , 1    
          WORLD , 1    
          WORTH , 1    
          WOULD , 7    
        WOULDNT , 1    
        WRITTEN , 1    
            YES , 1    
            YOU , 20   
           YOUR , 1    
          YOURE , 1    
        ZEALAND , 1    
