          ABOUT , 8    
         ACROSS , 2    
       ACTUALLY , 1    
     ADVENTURES , 1    
         ADVICE , 1    
         ADVISE , 1    
         AFRAID , 1    
          AFTER , 5    
     AFTERWARDS , 1    
          AGAIN , 4    
        AGAINST , 1    
            AIR , 2    
           ALAS , 2    
          ALICE , 27   
         ALICES , 2    
            ALL , 10   
         ALMOST , 1    
          ALONG , 1    
          ALOUD , 1    
     ALTOGETHER , 1    
             AM , 1    
          AMONG , 2    
             AN , 2    
            AND , 65   
        ANOTHER , 3    
         ANSWER , 1    
    ANTIPATHIES , 1    
      ANXIOUSLY , 1    
            ANY , 4    
       ANYTHING , 2    
            ARE , 2    
             AS , 14   
            ASK , 2    
         ASKING , 1    
             AT , 11   
            ATE , 1    
      AUSTRALIA , 1    
        AUTHORS , 1    
           AWAY , 1    
           BACK , 2    
           BANK , 1    
            BAT , 2    
           BATS , 4    
             BE , 14   
         BEASTS , 1    
    BEAUTIFULLY , 2    
        BECAUSE , 1    
           BEDS , 1    
           BEEN , 1    
         BEFORE , 5    
          BEGAN , 3    
          BEGIN , 1    
      BEGINNING , 1    
          BEGUN , 2    
         BEHIND , 2    
         BELONG , 1    
           BEST , 1    
            BIT , 2    
         BLEEDS , 1    
          BLOWN , 1    
           BOOK , 4    
    BOOKSHELVES , 1    
          BORED , 1    
         BOTTLE , 4    
            BOX , 2    
          BRAVE , 1    
         BRIGHT , 1    
     BRIGHTENED , 1    
          BRING , 1    
           BURN , 1    
        BURNING , 1    
          BURNT , 1    
            BUT , 21   
       BUTTERED , 1    
             BY , 7    
           CAKE , 3    
           CAME , 3    
            CAN , 2    
         CANDLE , 3    
           CARE , 1    
        CARROLL , 1    
            CAT , 1    
          CATCH , 1    
           CATS , 4    
         CENTRE , 1    
        CERTAIN , 1    
      CERTAINLY , 1    
          CHAIN , 1    
        CHAPTER , 2    
        CHEATED , 1    
         CHERRY , 1    
          CHILD , 1    
       CHILDREN , 1    
          CLIMB , 1    
          CLOSE , 2    
           COME , 3    
         COMING , 1    
         COMMON , 1    
    CONSIDERING , 2    
        CONTACT , 1    
       CONTENTS , 1    
   CONVERSATION , 1    
  CONVERSATIONS , 1    
           COOL , 1    
         CORNER , 2    
          COULD , 8    
        COULDNT , 1    
        COUNTRY , 1    
          CREEP , 1    
          CRIED , 1    
        CROQUET , 1    
         CRYING , 1    
      CUPBOARDS , 2    
      CURIOSITY , 1    
        CURIOUS , 2    
       CURRANTS , 1    
        CURTAIN , 1    
        CURTSEY , 1    
     CURTSEYING , 1    
        CUSTARD , 1    
            CUT , 1    
        DAISIES , 1    
          DAISY , 1    
           DARK , 3    
            DAY , 1    
           DEAR , 3    
        DECIDED , 1    
           DEEP , 2    
         DEEPLY , 1    
        DELIGHT , 1    
            DID , 3    
          DIDNT , 2    
          DINAH , 4    
        DINAHLL , 1    
         DIPPED , 1    
       DISAGREE , 1    
 DISAPPOINTMENT , 1    
    DISTANCEBUT , 1    
             DO , 9    
           DONT , 1    
           DOOR , 7    
          DOORS , 2    
        DOORWAY , 1    
           DOWN , 23   
       DOWNWARD , 1    
         DOZING , 1    
          DREAM , 1    
         DREAMY , 1    
          DRINK , 3    
           DROP , 1    
            DRY , 1    
           DULL , 1    
      EARNESTLY , 1    
           EARS , 2    
          EARTH , 2    
            EAT , 7    
          EATEN , 1    
           EATS , 1    
         EITHER , 6    
           ELSE , 1    
          EMPTY , 1    
            END , 2    
         ENOUGH , 1    
           EVEN , 3    
           EVER , 4    
          EVERY , 1    
        EXAMPLE , 1    
         EXCEPT , 1    
      EXPECTING , 1    
            EYE , 1    
           EYES , 2    
           FACE , 1    
           FACT , 1    
           FALL , 4    
         FALLEN , 1    
        FALLING , 2    
          FANCY , 2    
           FEAR , 1    
           FEEL , 2    
        FEELING , 1    
           FEET , 2    
           FELL , 4    
           FELT , 2    
            FEW , 2    
          FIELD , 1    
        FIFTEEN , 1    
           FILE , 1    
         FILLED , 1    
           FIND , 2    
        FINDING , 2    
           FINE , 1    
         FINGER , 1    
       FINISHED , 2    
          FIRST , 4    
         FITTED , 1    
          FLAME , 1    
        FLASHED , 1    
        FLAVOUR , 1    
        FLOWERS , 1    
       FOLLOWED , 1    
           FOND , 1    
            FOR , 21   
      FORGOTTEN , 2    
    FORTUNATELY , 1    
          FOUND , 7    
      FOUNTAINS , 1    
           FOUR , 1    
        FRIENDS , 1    
           FROM , 3    
          FUNNY , 1    
        FURTHER , 1    
           GAME , 1    
         GARDEN , 4    
           GAVE , 1    
      GENERALLY , 2    
            GET , 7    
        GETTING , 3    
           GIRL , 1    
           GLAD , 1    
          GLASS , 3    
             GO , 2    
           GOES , 1    
          GOING , 6    
         GOLDEN , 3    
           GOOD , 3    
            GOT , 4    
          GRAND , 1    
          GREAT , 2    
           GROW , 2    
        GROWING , 1    
            HAD , 20   
           HALF , 1    
           HALL , 4    
           HAND , 3    
        HANGING , 1    
         HAPPEN , 2    
       HAPPENED , 2    
        HAPPENS , 2    
         HARDLY , 1    
           HAVE , 2    
         HAVING , 3    
             HE , 1    
           HEAD , 3    
          HEADS , 1    
           HEAP , 1    
           HEAR , 2    
          HEDGE , 1    
            HER , 26   
           HERE , 4    
        HERSELF , 13   
           HIGH , 2    
      HISTORIES , 1    
           HOLD , 1    
        HOLDING , 1    
           HOME , 1    
           HOPE , 1    
         HOPING , 1    
            HOT , 2    
          HOUSE , 1    
            HOW , 9    
        HOWEVER , 3    
           HUNG , 1    
        HURRIED , 1    
          HURRY , 1    
       HURRYING , 1    
           HURT , 1    
           IDEA , 1    
             IF , 10   
       IGNORANT , 1    
            ILL , 3    
             IM , 1    
     IMPOSSIBLE , 1    
             IN , 28   
         INCHES , 2    
         INDEED , 2    
           INTO , 9    
             IS , 8    
             IT , 62   
           ITLL , 2    
            ITS , 4    
         ITSELF , 1    
            IVE , 2    
            JAR , 2    
         JUMPED , 1    
           JUST , 4    
           KEEP , 1    
            KEY , 6    
        KILLING , 1    
          KNELT , 1    
          KNIFE , 1    
           KNOW , 4    
      KNOWLEDGE , 2    
          LABEL , 1    
       LABELLED , 1    
          LAMPS , 1    
          LARGE , 3    
         LARGER , 2    
           LAST , 1    
           LATE , 2    
         LATELY , 1    
          LATER , 1    
       LATITUDE , 2    
         LEARNT , 1    
          LEAVE , 1    
         LEAVES , 1    
            LED , 1    
           LEFT , 1    
           LEGS , 1    
        LESSONS , 1    
            LET , 1    
        LETTERS , 1    
          LEWIS , 1    
        LIBRARY , 2    
           LIFE , 1    
           LIKE , 11   
         LIKELY , 1    
         LISTEN , 1    
      LISTENING , 1    
            LIT , 1    
     LITERATURE , 2    
  LITERATUREORG , 2    
         LITTLE , 15   
           LOCK , 1    
         LOCKED , 1    
          LOCKS , 1    
           LONG , 3    
         LONGED , 1    
         LONGER , 1    
      LONGITUDE , 2    
           LOOK , 3    
         LOOKED , 4    
           LOST , 1    
      LOVELIEST , 1    
         LOVELY , 1    
            LOW , 2    
            LTD , 1    
          LYING , 1    
             MA , 1    
           MADE , 2    
           MAKE , 2    
          MAKES , 2    
         MAKING , 1    
         MANAGE , 1    
        MANAGED , 1    
           MANY , 2    
           MAPS , 1    
         MARKED , 4    
      MARMALADE , 1    
         MATTER , 1    
        MATTERS , 1    
             ME , 12   
           MICE , 1    
         MIDDLE , 1    
          MIGHT , 4    
          MILES , 2    
           MILK , 1    
           MIND , 2    
         MINUTE , 1    
        MINUTES , 1    
           MISS , 1    
          MIXED , 1    
         MOMENT , 4    
           MORE , 1    
          MOUSE , 1    
           MUCH , 7    
           MUST , 2    
             MY , 5    
           NAME , 1    
        NATURAL , 1    
           NEAR , 1    
           NECK , 1    
        NERVOUS , 1    
          NEVER , 5    
            NEW , 1    
           NEXT , 2    
           NICE , 3    
             NO , 11   
            NOR , 1    
            NOT , 17   
        NOTHING , 7    
        NOTICED , 2    
            NOW , 4    
       OCCURRED , 1    
             OF , 41   
            OFF , 6    
             OH , 4    
             ON , 16   
           ONCE , 4    
            ONE , 9    
         ONLINE , 2    
           ONLY , 2    
           OPEN , 1    
         OPENED , 2    
    OPPORTUNITY , 1    
             OR , 12   
         ORANGE , 1    
          OTHER , 2    
          OUGHT , 1    
            OUT , 11   
    OUTOFTHEWAY , 2    
           OVER , 3    
       OVERHEAD , 1    
            OWN , 2    
           PAGE , 1    
          PAPER , 1    
        PASSAGE , 3    
         PASSED , 1    
           PAST , 1    
         PEEPED , 1    
           PEGS , 1    
         PEOPLE , 4    
        PERHAPS , 1    
         PERSON , 1    
        PICKING , 1    
       PICTURES , 3    
      PINEAPPLE , 1    
           PINK , 1    
        PLAINLY , 1    
        PLAYING , 1    
         PLEASE , 1    
       PLEASURE , 1    
         PLENTY , 1    
         POCKET , 1    
         POISON , 3    
          POKER , 1    
           POOP , 1    
           POOR , 4    
            POP , 1    
       POSSIBLY , 1    
       PRACTICE , 1    
      PRESENTLY , 1    
        PRETEND , 1    
     PRETENDING , 1    
        PRINTED , 1    
            PUT , 2    
       QUESTION , 1    
          QUITE , 4    
         RABBIT , 6    
     RABBITHOLE , 3    
            RAN , 2    
           RATE , 2    
         RATHER , 3    
        RATHOLE , 1    
          REACH , 2    
           READ , 1    
         READIN , 1    
        READING , 2    
         REALLY , 1    
         REDHOT , 1    
       REMAINED , 1    
